id;Edicion;Id_Propuesta;Titulo;Codigo_Ambito_Referencia;Ambito_Referencia;Tipo_Proponente;Numero_Apoyos;Pasa_Fase_Apoyos;Pasa_Fase_Viabilidad;Numero_Votos;Seleccionada;Presupuesto_euros;Mision_Climatica;Fecha creacion;Fecha_Baja
3993;6;5055;area socializacion de perros patraix.;8;Patraix;Particular;15;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3999;6;5061;CAMBIO DE ACERAS DE LA CALLE JULIaN PEÑA;7;l'Olivereta;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4002;6;5064;Carril bici benimaclet;14;Benimaclet;Particular;15;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4046;6;5108;Puntos de alimentacion para Colonias Felinas Urbanas;10;Quatre Carreres;Particular;40;SI;SI;447;SI;8400;No aplicable;2023-04-27;NA
4053;6;5115;Zona de skaters en Ciutat Fallera;16;Benicalap;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4087;6;5149;Acondicionament/Ajardinar l'espai public al carrer Bono i Barber;16;Benicalap;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4089;6;5151;Benimaclet mes verd. Renaturalizacion de la calle Cueva Santa;14;Benimaclet;Particular;13;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4114;6;5176;Mejora de las instalaciones de las plazas del barrio 8 de Marzo;7;l'Olivereta;Representante GT;0;SI;SI;17;NO;336000;No aplicable;2023-04-27;NA
4153;6;5215;Asfaltar y adecentar las calles de Nazaret;12;Camins al Grau;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4174;6;5236;Continuidad carril bici Amado Granell hasta parada Valenbisi Peris y Valero;10;Quatre Carreres;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4215;6;5277;Tueri - Digitaliza los procesos contractuales de tu empresa;6;el Pla del Real;Particular;0;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4261;7;5323;AJARDINAR MEDIANA FINAL SANTOS JUSTO Y PASTOR;13;Algiros;Particular;11;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4281;7;5343;Mejora de iluminacion Av. Amado Granell y C/Huerto de San Valero;10;Quatre Carreres;Particular;23;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4309;7;5371;Parque infantil y zona perros;6;el Pla del Real;Particular;32;SI;SI;115;SI;95000;Sin etiqueta;2023-04-27;NA
4323;7;5385;"Mejora de comunicacion vial Carpesa-Centro de Valencia ""Carril ciclista-aceras""";17;3;Particular;52;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4333;7;5395;MEJORA ARMARIOS COMPACTUS - ARCHIVO MUNICIPAL INTERMEDIO;8;Patraix;Particular;32;SI;SI;75;NO;240000;Sin etiqueta;2023-04-27;NA
4348;7;5410;Carril bici cauce Rio Campo la exposicion tramo VIII;6;el Pla del Real;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4413;7;5475;Centro historico de Patraix;8;Patraix;Particular;24;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4417;7;5479;Cambio ubicacion contenedores;15;Rascanya;Particular;16;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4454;7;5516;ASFALTADO DESCAMPADO BERNAT DESCOLL;10;Quatre Carreres;Particular;26;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4481;7;5543;Recuperar sentido de circulacion de la C/ Perez Pujol, desde Lauria a Las Barcas;1;Ciutat Vella;Particular;12;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4483;7;5545;Apertura Calle Obispo Puchol Montis;16;Benicalap;Particular;14;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4489;7;5551;Graffitis en paredes medianeras;2;l'Eixample;Particular;23;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4503;7;5565;Convertir en plazas de aparcamiento un carril de la Calle Cuenca;3;Extramurs;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4507;7;5569;Dos Supermanzanas para La Roqueta;3;Extramurs;Particular;67;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4551;7;5613;PASO DE CEBRA EN BERNAT DESCOLL 57;10;Quatre Carreres;Particular;13;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4555;7;5617;Dotacion policial en el acceso al CEIP el Grau;12;Camins al Grau;Particular;41;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4580;7;5642;TUNELAR EN AV. DEL CID LA MAYORiA DEL TRaFICO Y CREAR RAMBLA DEL CID;7;l'Olivereta;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4595;7;5657;Instituto de ESO y secundaria;6;el Pla del Real;Particular;37;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4606;7;5668;Reurbanizacion calle Eduardo Bosca;12;Camins al Grau;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4629;7;5691;Ampliar y rediseñar parque infantil plaza portadors de la verge;19;3;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4675;7;5737;Instalacion de Placas solares fotovoltaicos CEIP Pablo Neruda;10;Quatre Carreres;Particular;18;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4685;7;5747;Iluminacion  Plaza Actor Enrique Rambal;13;Algiros;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4688;7;5750;Rehabilitacion quiosco Blasco Ibañez altura Honduras y parque infantil;13;Algiros;Particular;28;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4770;7;5832;Servicios publicos;11;Poblats Maritims;Particular;14;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4783;7;5845;ELIMINAR CARRILES BICIS JUNTO AL CAUCE VIEJO;1;Ciutat Vella;Particular;26;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4830;7;5892;"Substitucion de plaga de arboles ""Pica-Pica"" Lagunaria Patersonii";5;la Saidia;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4849;7;5911;CONTINUACIoN PROYECTO REHABILITACION ALQUERIA DEL TENIS EN PENYAROJA;12;Camins al Grau;Particular;37;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4875;7;5937;Mejora de la accesibilidad de aceras y pasos de peatones;14;Benimaclet;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4884;7;5946;Luces Calle almudaina;9;Jesus;Particular;13;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4902;7;5964;Tunel de paso para cruzar el talud de las vias del tren.;8;Patraix;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4929;7;5991;Crear un Centro de Ocio Juvenil en el antiguo Hogar del Jubilado de Benicalap;16;Benicalap;Particular;27;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4973;7;6035;Pipi-Can en Plaza del Horticultor Corset;3;Extramurs;Particular;13;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5007;7;6069;AJARDINAMIENTO SENCILLO ZONA - CALLE PUEBLA DE VALVERDE / DOCTOR PEREZ FELIU;8;Patraix;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5028;7;6090;Soterramiento contenedores zona Calle Planas- Aben Amir;10;Quatre Carreres;Particular;13;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5083;7;6145;Carrer Vicent Clavel;8;Patraix;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5107;7;6169;REMODELACIo PLAÇA PORTADORS DE LA VERGE - PINEDO;19;3;Particular;39;SI;SI;73;SI;109036;Sin etiqueta;2023-04-27;NA
5113;7;6175;Acondicionamiento solar CENTRO SALUD;16;Benicalap;Particular;35;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5128;7;6190;REASFALTADO AVENIDA DE FRANCIA;12;Camins al Grau;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5152;7;6214;Mas espacios verdes para vecinos y pipi can para perros;9;Jesus;Particular;11;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5156;7;6218;Nuevo pavimentado Gran Via Fernando el Catolico;3;Extramurs;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5201;7;6263;Ampliar tramo acera en Joaquin Ballester;4;Campanar;Particular;31;SI;SI;91;NO;165000;Sin etiqueta;2023-04-27;NA
5202;7;6264;Campo de discgolf en el Parc de Capçelera;4;Campanar;Particular;31;SI;SI;324;SI;20000;Sin etiqueta;2023-04-27;NA
5217;7;6279;Mas mesas merendero en el Jardin del Turia;6;el Pla del Real;Particular;19;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5219;7;6281;CARRIL PARA BICIS Y PEATONES EN CAMINO VIEJO DE PATERNA - C/PADRE BARRANCO;4;Campanar;Particular;59;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5252;7;6314;Creacion de Zona de Esparcimiento Canino en Patraix;8;Patraix;Particular;49;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5258;7;6320;Asfaltado de solar en Calle Carolina alvarez para aparcamiento;12;Camins al Grau;Particular;32;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5260;7;6322;DERRIBO CASA Y CREACIoN DE ENTORNO AMABLE  EN FUTURO CENTRO DE SALUD MALILLA;10;Quatre Carreres;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5290;7;6352;Modernizacion pavimento y mobiliario urbano inclusivo en la plaza de Casas de Ba;17;4;Particular;13;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5336;7;6398;Iluminacion de la entrada principal de Horno de Alcedo;19;1;Particular;12;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5349;7;6411;Sustituir los baculos de carretera y renovacion de la instalacion de alumbrado;11;Poblats Maritims;Representante GT;0;SI;SI;63;NO;276000;Sin etiqueta;2023-04-27;NA
5370;7;6432;Creacion de un nuevo parque de patinaje (Pumptruck);15;Rascanya;Particular;31;SI;SI;222;SI;180000;Sin etiqueta;2023-04-27;NA
5383;7;6445;Libre de plaga de palomas;8;Patraix;Particular;32;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5399;7;6461;Zona Deportiva pelota;19;1;Particular;17;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5437;7;6499;MONUMENTO A LAS NORMAS DEL PUIG EN EL 40 ANIVERSARIO DEL ACTO DE ADHESIoN;1;Ciutat Vella;Particular;43;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5481;7;6543;Remodelacion jardines calles Archiduque Carlos y Enguera;8;Patraix;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5488;7;6550;Renovacion parques infantiles del Parque Viejo de San Isidro;8;Patraix;Particular;32;SI;SI;103;NO;618000;Sin etiqueta;2023-04-27;NA
5493;7;6555;Asfaltar descampado Felipe de gauna;11;Poblats Maritims;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5501;7;6563;Instalacion de exhibidores (toten);14;Benimaclet;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5548;7;6610;Huerto Urbano;4;Campanar;Particular;19;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5571;7;6633;Canchas de deportes red en Malilla;10;Quatre Carreres;Particular;46;SI;SI;584;SI;120000;Sin etiqueta;2023-04-27;NA
5582;7;6644;Muro acustico natural;18;2;Particular;16;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5604;7;6666;INSTALACIoN DE FUENTES DE AGUA FILTRADA Y REFRIGERADA;13;Algiros;Particular;32;SI;SI;348;SI;47720;Con etiqueta;2023-04-27;NA
5627;7;6689;Rehabilitacion alquerias de detras de la Ermita del Pouet;4;Campanar;Particular;53;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5632;7;6694;Monolito en memoria de los/las afectados/as por la fiesta fallera;1;Ciutat Vella;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5662;7;6724;Censo canino obligatorio de ADN;5;la Saidia;Particular;71;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5685;7;6747;Propuesta de vegetacion y creacion de espacios de estancia y convivencia (Plaza;9;Jesus;Particular;31;SI;SI;137;NO;357140;Sin etiqueta;2023-04-27;NA
5694;7;6756;Mejora accesibilidad Parque Central;2;l'Eixample;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5723;7;6785;cruce c\ santa cruz de tenerife con av. tres forques;7;l'Olivereta;Particular;16;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5740;7;6802;Carril bici en Sant Isidre hasta la estacion de metro y cercanias;8;Patraix;Particular;31;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5747;7;6809;Carril bici calle Ernest Ferrer;6;el Pla del Real;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5780;7;6842;Repavimentacion calzada Azagador de la Torre (tramo paralelo a Ausias March);19;1;Ayuntamiento;0;SI;SI;9;NO;55970;Sin etiqueta;2023-04-27;NA
28;1;2015-00034;NA;10;Quatre Carreres;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
91;1;2015-00119;NA;14;Benimaclet;Persona Juridica;NA;No aplicable;SI;142;NO;NA;No aplicable;2023-04-27;NA
93;1;2015-00121;NA;15;Rascanya;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
133;1;2015-00170;NA;19;Pobles del Sud;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
182;1;2015-00224;NA;9;Jesus;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
197;1;2015-00241;NA;2;l'Eixample;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
205;1;2015-00249;NA;19;Pobles del Sud;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
274;1;2015-00328;NA;17;Pobles del Nord;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
297;1;2015-00354;NA;3;Extramurs;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
306;1;2015-00364;NA;15;Rascanya;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
345;1;2015-00407;NA;5;la Saidia;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
393;1;2015-00458;NA;15;Rascanya;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
406;1;2015-00475;NA;3;Extramurs;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
423;1;2015-00494;NA;11;Poblats Maritims;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
426;1;2015-00497;NA;5;la Saidia;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
428;1;2015-00499;NA;19;Pobles del Sud;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
463;1;2015-00555;NA;2;l'Eixample;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
465;1;2015-00557;NA;8;Patraix;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
469;1;2015-00561;NA;15;Rascanya;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
537;1;2016-00032;NA;15;Rascanya;Persona Juridica;NA;No aplicable;SI;18;NO;NA;No aplicable;2023-04-27;NA
552;1;2016-00047;Propuesta ayuntamiento. Actuaciones tramificadas de renovacion con pavimento fonoabsorbente en la avda de cid.;7;l'Olivereta;Persona Juridica;NA;No aplicable;SI;19;SI;200000;No aplicable;2023-04-27;NA
627;2;8;Adquirir mas radares de medicion de velocidad en la via publica.;5;la Saidia;Particular;11;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
675;2;56;Jardin-Parque Gaspar Aguilar-Nicolas Factor-Perez Fuster Metge-Franco Tormo;8;Patraix;Particular;71;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
679;2;60;Carril bici en la C/Santos Justo y Pastor entre C/Manuel Candela y C/Serreria;13;Algiros;Particular;71;SI;SI;345;SI;210000;No aplicable;2023-04-27;NA
796;2;177;Jardin en C/Republica Costa Marfil (costa D'ibori);9;Jesus;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
828;2;209;Zones canines a Orriols/San Llorenç;15;Rascanya;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
841;2;222;ELIMINACION DEL DEPOSITO DE GAS EN EL PARQUE DE LA C/ PERE II EL CERIMONIOS;12;Camins al Grau;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
881;2;262;Ampliacion aceras calles Doctor Andres Piquer y Rocafort de Massarrojos;17;Pobles del Nord;Particular;52;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
896;2;277;Ampliacio de la vorera del carrer Sant Vicent i creacio de carril bici;3;Extramurs;Representante GT;19;SI;SI;74;NO;327247;No aplicable;2023-04-27;NA
1059;2;440;CAMPO DE FUTBOL 11 PARA TORREFIEL;15;Rascanya;Representante GT;222;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1063;2;444;Bolardos para la seguridad;10;Quatre Carreres;Particular;34;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1080;2;461;Cubrir alcorques en las aceras;3;Extramurs;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1093;2;474;Deficiencias en Calle Santa Rosa;6;el Pla del Real;Particular;35;SI;SI;54;NO;120000;No aplicable;2023-04-27;NA
1125;2;506;Mejora de las instalaciones deportivas;16;Benicalap;Particular;44;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1129;2;510;AMPLIACION CAMPO FUTBOL 8 CALLE RIO SEGRE Y JARDIN CON ESPARCIMIENTO CANINO;16;Benicalap;Particular;33;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1131;2;512;Paso de Cebra frente al 27 y 24 de Maestro Sosa para acceder al parque;3;Extramurs;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1140;2;521;"CARRIL BICI CARRER EMILI BARo""""";14;Benimaclet;Representante GT;28;SI;SI;208;NO;297000;No aplicable;2023-04-27;NA
1142;2;523;REMODELACIo PLAÇA PORTADORS DE LA VERGE - PINEDO;19;Pobles del Sud;Representante GT;1;SI;SI;402;SI;100000;No aplicable;2023-04-27;NA
1146;2;527;Zona para perros en Ruzafa;2;l'Eixample;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1159;2;540;Urbanitzar el tram entre Fray Fco. Cabezas i Hnos Machado;15;Rascanya;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1173;2;554;Cubrir la piscina del Polideportivo de Benimaclet para un uso todo el año;14;Benimaclet;Particular;30;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1190;2;571;Piscina y gimnasio municipal en Malvarrosa;11;Poblats Maritims;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1215;3;1005;CARRIL BICI EN GGVV FERRAN EL CAToLIC-RAMoN I CAJAL;Toda la ciudad;Toda la ciudad;Ayuntamiento;783;SI;SI;2939;SI;320000;No aplicable;2023-04-27;NA
1284;3;1077;PEATONALIZACIoN Y REHABILITACIoN DE PUENTES HISToRICOS DE LA CIUDAD DE VALeNCIA;Toda la ciudad;Toda la ciudad;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1320;3;1113;APARCAMIENTO EN CIUTAT VELLA uNICAMENTE PARA RESIDENTES;Toda la ciudad;Toda la ciudad;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1324;3;1117;HABILITAR VARIAS ZONAS DE BAÑO PARA PERROS EN EL  ANTIGÜO CAUCE DEL RiO TURIA;Toda la ciudad;Toda la ciudad;Particular;152;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1326;3;1119;PINTAR “CEDAS EL PASO” EN TODOS LOS CRUCES SIN SEÑALIZAR DE BENIMAMET;Toda la ciudad;Toda la ciudad;Particular;33;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1345;3;1138;PISCINA PuBLICA ABIERTA;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1371;3;1164;IL·LUMINACIo PISTA DE CANUT DE PINEDO;Toda la ciudad;Toda la ciudad;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1395;3;1188;UN POCO DE COLOR.;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1404;3;1197;FIBRA oPTICA PER A L'INTERNET EN BENIFARAIG, POBLE NOU I MAHUELLA;Toda la ciudad;Toda la ciudad;Particular;227;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1412;3;1205;PARQUE CANINO;Toda la ciudad;Toda la ciudad;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1437;3;1230;COMISARiA POLICiA;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1460;3;1253;FAROLAS SOLARES PARA LOS PARQUES INFANTILES;Toda la ciudad;Toda la ciudad;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1488;3;1281;URBANITZACIo I CONSTRUCCIo DE L'APARCAMENT DE LA PLAÇA D'AMPARO ARCE;Toda la ciudad;Toda la ciudad;Particular;0;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1492;3;1285;ASFALTADO CALLE MAESTRO GOZALBO. TERCER INTENTO.;Toda la ciudad;Toda la ciudad;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1529;3;1322;PAPELERAS URBANAS QUE INCLUYAN CENICERO;Toda la ciudad;Toda la ciudad;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1575;3;1371;(PATRAIX) AJARDINAMIENTO JUNTO A TRANSFORMADOR DE IBERDROLA;Toda la ciudad;Toda la ciudad;Particular;12;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1581;3;1377;HABILITAR PERSONAL Y RECURSOS PARA LIBERAR A NUESTRAS CALLES DE EXCREMENTOS;Toda la ciudad;Toda la ciudad;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1612;3;1408;AYUDAR A LA INVESTIGACIoN DEL CANCER;Toda la ciudad;Toda la ciudad;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1637;3;1433;ACERAS DE ANCHO SUFICIENTE PARA TRANSITAR. AUMENTAR EL ANCHO DE LAS MISMAS;Toda la ciudad;Toda la ciudad;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1674;3;1470;REMODELACION PARQUE INFANTIL PLAZA VANNES;Toda la ciudad;Toda la ciudad;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1714;3;1510;PASO DE PEATONES EN NOU CAMPANAR - AVDA GENERAL AVILeS 79;Toda la ciudad;Toda la ciudad;Particular;47;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1812;4;2041;TODO HA DE SER DIGITAL;19;6;Particular;22;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1814;4;2043;DIGNIFICAR LA CALLE ALPUENTE;18;1;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1832;4;2061;RUTA ESCOLAR SEGURA ENTORNO AYUNTAMIENTO BENIMaMET;18;1;Particular;26;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1863;4;2092;REMODELACIo INTEGRAL DEL PARC EIVISSA (EL GRAU);11;Poblats Maritims;Particular;44;SI;SI;75;NO;454610;No aplicable;2023-04-27;NA
1882;4;2111;CENTRO DE SALUD;12;Camins al Grau;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1903;4;2132;CREACIoN DE ESPACIOS DE SOMBRA SOBRE LA ESTACIoN DE METRO AYORA;12;Camins al Grau;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1961;4;2190;ENDEREZAR PASOS DE PEATONES SEGUN RECORRIDOS A PIE E INCREMENTO SEGURIDAD.;10;Quatre Carreres;Particular;13;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1973;4;2202;PACIFICAR EL TRANSIT RODAT EN AVINGUDA PALMARET DE CARPESA.;17;3;Particular;18;SI;SI;53;SI;26500;No aplicable;2023-04-27;NA
1993;4;2222;REFORMA AVENIDA ARAGoN;6;el Pla del Real;Particular;22;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2043;4;2272;AJARDINAMIENTO SOLAR CALLE BENETuSSER-DR. SORIANO BENLLOCH;18;1;Particular;40;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2045;4;2274;ACONDICIONAMENT D'UNA VORERA EN L'AVINGUDA PALMARET DE CARPESA;17;3;Particular;27;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2062;4;2291;ZONA SOCIALIZACIoN CANINA C/ VTE.BELTRaN GRIMAL, PERE II EL CEREMONIoS;12;Camins al Grau;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2084;4;2313;REPARACIoN SOCAVONES CALZADA;2;l'Eixample;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2105;4;2334;REURBANIZACIoN DE LAS ACERAS DE LAS CALLES CARMEN CRESPO Y SAN FRANCISCO DE ASiS;14;Benimaclet;Representante GT;0;SI;SI;123;NO;160332;No aplicable;2023-04-27;NA
2137;4;2366;TEMPLETE PARA ACTUACIONES MUSICALES EN PARQUE MARXALENES;5;la Saidia;Representante GT;0;SI;SI;289;NO;57600;No aplicable;2023-04-27;NA
2198;4;2427;20 TAULES PLEGABLES DE MALETA PER A BENIFARAIG;17;1;Particular;24;SI;SI;89;SI;2500;No aplicable;2023-04-27;NA
2256;4;2485;CENTRO SOCIAL EN  LES GAVINES;19;4;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2258;4;2487;COMPRA DE PROYECTOR CON PANTALLA Y EQUIPO DE SONIDO PARA LA JUNTA D'ABASTOS;3;Extramurs;Representante GT;0;SI;SI;319;SI;3000;No aplicable;2023-04-27;NA
2269;4;2498;SOMBRATGE EN LA PORTA DEL CP CASTELLAR-L'OLIVERAL;19;2;Particular;21;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2274;4;2503;ENSANCHAMIENTO DE LAS ACERAS EN LA CALLE ALICANTE Y CICLOCALLE.;2;l'Eixample;Representante GT;0;SI;SI;145;NO;162700;No aplicable;2023-04-27;NA
2284;4;2513;ACCeS NORD POBLE DEL SALER;19;4;Particular;23;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2288;4;2517;CAMPO DE FuTBOL;17;6;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2294;4;2523;ALINEAR LA UNIoN DE LA CALLE PLANAS CON FUENTE DE SAN LUIS;10;Quatre Carreres;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2295;4;2524;CONTINUAR CARRIL BICI DE AVD. TRES CRUCES EN INTERSECCIoN CON C/ TRES FORQUES;8;Patraix;Particular;79;SI;SI;925;SI;25000;No aplicable;2023-04-27;NA
