id;Edicion;Id_Propuesta;Titulo;Codigo_Ambito_Referencia;Ambito_Referencia;Tipo_Proponente;Numero_Apoyos;Pasa_Fase_Apoyos;Pasa_Fase_Viabilidad;Numero_Votos;Seleccionada;Presupuesto_euros;Mision_Climatica;Fecha creacion;Fecha_Baja
4269;7;5331;Proyecto Rehabilitacion - Palacio Marqueses Montortal;1;Ciutat Vella;Particular;37;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4285;7;5347;BANYS PuBLICS AL PARC SANTA ANNA / BAÑOS PuBLICOS EN EL PARQUE SANTA ANA;17;7;Particular;22;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4316;7;5378;JARDIN Y ESCENARIO CINE Y TEATRO ANTIGUO SOLAR DEL TEATRO CINE PRINCESA;1;Ciutat Vella;Particular;58;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4317;7;5379;Voto en blanco: frente a inversiones absurdas, ahorremos el dinero;10;Quatre Carreres;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4320;7;5382;Peatonalizacion Calles San Pio V y Trinitat;5;la Saidia;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4334;7;5396;URBANIZACIoN CALLE ESPRONCEDA;18;1;Particular;22;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4353;7;5415;PUENTE ELEVADO DE GIORGETA;9;Jesus;Particular;11;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4360;7;5422;Transformar parc de carrer Zeluan en espai de socialitzacio canina;5;la Saidia;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4376;7;5438;PASAJE ACCESIBLE QUART Y SERRANOS;1;Ciutat Vella;Particular;36;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4378;7;5440;SOTERRAMIENTO CONTENEDORES BASURA;3;Extramurs;Particular;31;SI;SI;323;NO;140000;Sin etiqueta;2023-04-27;NA
4401;7;5463;Retirada de las colonias de gatos de la Devesa del Saler;19;4;Particular;18;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4422;7;5484;ACERAS DECENTES  Y ARBOLADO EN  LA CALLE LINARES;7;l'Olivereta;Particular;30;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4429;7;5491;Zonas peatonales y ajardinadas con bolardos;14;Benimaclet;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4430;7;5492;Plantar arboles en calle Puebla del Duc;5;la Saidia;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4437;7;5499;Estaciones de recarga solar y estacionamiento de patinetes electricos SunnerBOX;1;Ciutat Vella;Particular;30;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4466;7;5528;Mercado en Benimaclet;14;Benimaclet;Particular;126;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4475;7;5537;Aprovechamiento del Cesped de las Fallas;2;l'Eixample;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4516;7;5578;Adecuacion acera Entrada Acequia Fabiana;10;Quatre Carreres;Particular;12;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4540;7;5602;Instituto de Ciclos Formativos en el descampado al lado de Fermax;8;Patraix;Particular;42;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4576;7;5638;AJAR A CALZADA CARRIL BICI EN LAS DOS ROTONDAS DE  AVDA. PLATA (esquina C/ Zapad;10;Quatre Carreres;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4594;7;5656;SOTERRAMIENTO CONTENEDORES CARRER NINOT;16;Benicalap;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4614;7;5676;Carril bici segregado en la Avenida Cardenal Benlloch;13;Algiros;Particular;48;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4623;7;5685;Bancos publicos en calle Maestro Valls;12;Camins al Grau;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4712;7;5774;Solicitud de un parque infantil.;8;Patraix;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4721;7;5783;Zona Naranja en la calle Huesca;1;Ciutat Vella;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4735;7;5797;Parquing Publico gratuito, mas aparcamiento;12;Camins al Grau;Particular;33;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4737;7;5799;Desplazamiento Semaforo c/ San Bruno;5;la Saidia;Particular;0;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4757;7;5819;Nuevo Instituto Patraix. Bulevar Sur junto colegio Eliseo Vidal;8;Patraix;Particular;51;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4818;7;5880;Carril bici en Calle Dolores Marques;14;Benimaclet;Particular;18;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4829;7;5891;Ampliacion zona picnic en parque nuevo de Malilla;10;Quatre Carreres;Particular;31;SI;SI;602;SI;50000;Sin etiqueta;2023-04-27;NA
4833;7;5895;Dignidad puente de San jose;5;la Saidia;Particular;11;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4834;7;5896;Espacio ambulante sostenible y artesanal;8;Patraix;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4848;7;5910;Edificio abierto de 4 o 5 plantas para vehiculos;7;l'Olivereta;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4877;7;5939;LEGALIZAR LOS NuMEROS IMPARES DE LA CALLE CORONACIoN;18;1;Particular;0;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4906;7;5968;Cambio de Farolas;10;Quatre Carreres;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4954;7;6016;Anfiteatro al aire libre en Sociopolis;19;7;Particular;15;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5014;7;6076;Reformar la cancha de baloncesto y futbol en calle Almazora-Fray Pedro Vices;5;la Saidia;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5018;7;6080;iluminacion;6;el Pla del Real;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5039;7;6101;Mejoras de iluminacion y adecuacion jardin;8;Patraix;Particular;42;SI;SI;265;NO;150000;Sin etiqueta;2023-04-27;NA
5052;7;6114;TRATAMIENTO ANTITERMITAS EN EL CENTRO HISToRICO;1;Ciutat Vella;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5064;7;6126;Mejorar servicio lineas 24 y 25 EMT;19;4;Particular;17;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5097;7;6159;Adecuacion del solar de la calle Rio Segre.;16;Benicalap;Particular;31;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5104;7;6166;Crear casa para jovenes en el barrio;7;l'Olivereta;Particular;20;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5109;7;6171;REMODELACIo PARQUE DE LA PLAÇA;19;3;Particular;48;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5121;7;6183;Mejora aceras carrer de Ramon Juan;18;1;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5145;7;6207;REMODELACIoN DEL JARDIN DE LA CALLE BELLO;11;Poblats Maritims;Particular;12;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5160;7;6222;INSTALACION PLACAS SOLARES TERMICAS EN EL CAMP DE FuTBOL DR. LLUCH;11;Poblats Maritims;Particular;61;SI;SI;119;NO;250000;Sin etiqueta;2023-04-27;NA
5178;7;6240;Fuentes de agua potable;10;Quatre Carreres;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5179;7;6241;Devolver a su origen la escalera real del puerto y Renovacion de estacion grao;11;Poblats Maritims;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5190;7;6252;Ampliacio del Cementeri municipal de Benimamet;18;1;Particular;14;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5214;7;6276;Elaborar un Proyecto para la Casa del Guardabarreras.;10;Quatre Carreres;Particular;33;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5216;7;6278;Urbanizacion Pza. Hugo Zarate - Malvarrosa;11;Poblats Maritims;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5238;7;6300;Carril bici;6;el Pla del Real;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5268;7;6330;Reforma Consultori Metge;17;6;Particular;22;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5285;7;6347;Mejora pavimento casco antiguo Campanar;4;Campanar;Particular;13;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5286;7;6348;Comisaria Orriols. Jardin de la ermita;15;Rascanya;Particular;76;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5299;7;6361;MEJORAR HORARIOS, AÑADIR LIBROS y TALLERES EN BIBLIOTECAS BENIMaMET y BENIFERRI;18;1;Particular;31;SI;SI;251;SI;8000;Sin etiqueta;2023-04-27;NA
5303;7;6365;Pinedo amb Colors;19;3;Particular;16;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5304;7;6366;Eliminar tramo carril bici.;16;Benicalap;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5335;7;6397;Proteccion de la playa de El Saler;19;4;Particular;28;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5342;7;6404;Carril-bici Tres Forques desde Tres Cruces a limite Xirivella;8;Patraix;Particular;34;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5344;7;6406;Reten Policia Malilla;10;Quatre Carreres;Particular;27;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5364;7;6426;CAMPO DE FuTBOL,dimensiones reglamentarias en ampliacion del Parque de Benicalap;16;Benicalap;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5367;7;6429;Instalacion bolardos y reparacion acera C. Salvador Tusset;16;Benicalap;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5410;7;6472;carril bici de El Perellonet a El Palmar;19;6;Particular;24;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5411;7;6473;Instalacion reductores de velocidad;19;1;Particular;18;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5465;7;6527;aparell per rehabilitacio persones  en la tercera edat;3;Extramurs;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5599;7;6661;AMPLIACIoN TAMAÑO ACERAS CALLE SAN BRUNO;5;la Saidia;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5726;7;6788;Ampliar anchura de la acera en el entorno de la boca oeste del tunel de Gran Via;3;Extramurs;Particular;32;SI;SI;224;NO;59300;Sin etiqueta;2023-04-27;NA
5751;7;6813;ADECUAR LA ANCHURA Y EL ESTADO DE LAS ACERAS DE LA CALLE DEL BARCO;11;Poblats Maritims;Particular;47;SI;SI;118;NO;280800;Sin etiqueta;2023-04-27;NA
5788;7;6850;Repavimentacion calzada C/ Bitacora;19;6;Ayuntamiento;0;SI;SI;5;NO;46767;Sin etiqueta;2023-04-27;NA
45;1;2015-00054;NA;1;Ciutat Vella;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
89;1;2015-00117;NA;18;Pobles de l'Oest;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
168;1;2015-00209;NA;9;Jesus;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
221;1;2015-00266;NA;13;Algiros;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
241;1;2015-00288;NA;11;Poblats Maritims;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
266;1;2015-00317;NA;10;Quatre Carreres;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
342;1;2015-00403;NA;5;la Saidia;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
385;1;2015-00450;NA;10;Quatre Carreres;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
548;1;2016-00043;Propuesta ayuntamiento. Mejoras de accesibilidad en aceras y calzadas en benimamet;18;Pobles de l'Oest;Persona Juridica;NA;No aplicable;SI;30;SI;150000;No aplicable;2023-04-27;NA
598;1;2016-00094;Propuesta ayuntamiento. Calmado del trafico en las cercanias de centros educativos;18;Pobles de l'Oest;Persona Juridica;NA;No aplicable;SI;22;SI;3500;No aplicable;2023-04-27;NA
682;2;63;ELIMINAR BARRERA ARQUITECToNICA;8;Patraix;Particular;20;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
687;2;68;Carril bici en Avda Cardenal Benlloch/Ed. Bosca  y /o Manuel Candela/T.Montañana;13;Algiros;Particular;47;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
714;2;95;Reordenacion angel Guimera y Linares;3;Extramurs;Particular;22;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
738;2;119;Bol·lards en carrer Estepa;10;Quatre Carreres;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
761;2;142;Acceso directo desde Ciudad Fallera  a  CV30/Av Hermanos Machado;16;Benicalap;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
763;2;144;Reurbanitzacio de les Av. Giorgeta - Perez Galdos i pacificacio de trafic;3;Extramurs;Particular;111;SI;SI;210;NO;145000;No aplicable;2023-04-27;NA
766;2;147;DIGNIFICACIoN PARQUE INFANTIL C/VINATEA CON C/ROGER DE FLOR Y C/HOSPITAL;1;Ciutat Vella;Particular;62;SI;SI;133;NO;60000;No aplicable;2023-04-27;NA
803;2;184;REURBANIZACIoN DE LA PLAZA SAN SEBASTIaN  - CALLE DR.PESET CERVERA;3;Extramurs;Particular;50;SI;SI;52;NO;275000;No aplicable;2023-04-27;NA
824;2;205;ADEQUACIo DE LA ZONA ENJARDINADA/IDE;19;Pobles del Sud;Particular;32;SI;SI;147;NO;72100;No aplicable;2023-04-27;NA
917;2;298;Reducir de 5 a 4 los carriles de circulacion de vehiculos en angel Guimera.;3;Extramurs;Representante GT;34;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
971;2;352;CONSTRUCCIoN DE UN TRINQUETE EN EL CEIP LLUiS GUARNER;16;Benicalap;Particular;32;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
999;2;380;MEJORA DE ILUMINACIoN EN LA C/ PEDRO CABANES (98 a 104) Y RiO NERVIoN (1 a 11);16;Benicalap;Representante GT;43;SI;SI;164;SI;44941;No aplicable;2023-04-27;NA
1008;2;389;Reduccion ruidos trafico y accesabilidad;3;Extramurs;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1052;2;433;Renovacion del alumbrado utilizando lamparas LED en la calle Bilbao;5;la Saidia;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1053;2;434;URBANIZACIoN Y RESTITUCIoN DEL JARDiN EN CALLE REPuBLICA COSTA DE MARFIL;9;Jesus;Representante GT;7;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1055;2;436;Arreglar les voreres de comunicacio de Carpesa amb altres pobles.;17;Pobles del Nord;Representante GT;35;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1109;2;490;Carril bici en calle san Bruno;5;la Saidia;Particular;0;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1123;2;504;Paso de peatones con semaforo: esquina Angel Guimera con G. V. Fdo el Catolico;3;Extramurs;Particular;33;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1171;2;552;Valla de proteccion para niños en acera extremadamente estrecha;7;l'Olivereta;Particular;14;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1205;2;586;Rehabilitacion y peatonalizacion entorno mercado municipal San Pedro Nolasco III;5;la Saidia;Particular;30;SI;SI;115;NO;40000;No aplicable;2023-04-27;NA
1208;2;589;Reurbanitzacio de les Av. Giorgeta - Perez Galdos i pacificacio de trafic;8;Patraix;Particular;111;SI;SI;396;NO;145000;No aplicable;2023-04-27;NA
1220;3;1010;INSTAL·LACIo DE PAPERERES ECOLoGIQUES, DE JARDINS AMB DISPENSADOR DE BORSES;Toda la ciudad;Toda la ciudad;Ayuntamiento;74;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1221;3;1011;SUBMINISTRAMENT I COL·LOCACIo DE BANCS EN DIVERSOS LLOCS DE LA CIUTAT;Toda la ciudad;Toda la ciudad;Ayuntamiento;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1237;3;1028;AMPLIACIoN DE ACERAS Y CARRIL BICI EN MAXIMILIANO THOUS;Toda la ciudad;Toda la ciudad;Particular;101;SI;SI;642;NO;1675000;No aplicable;2023-04-27;NA
1253;3;1044;CARRIL BICI Y ZONA VERDE EN AVENIDAS GENERAL AVILeS Y MAESTRO RODRIGO;Toda la ciudad;Toda la ciudad;Particular;183;SI;SI;1903;NO;315000;No aplicable;2023-04-27;NA
1269;3;1061;ILUMINACIoN EN EL JARDiN DE HERMANOS MARISTAS;Toda la ciudad;Toda la ciudad;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1278;3;1071;PARQUE CANINO;Toda la ciudad;Toda la ciudad;Particular;33;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1325;3;1118;SEPARAR PARQUE INFANTIL DE ZONA GIMNASIA PARA ADULTOS EN CUATRO CARRETES;Toda la ciudad;Toda la ciudad;Particular;104;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1351;3;1144;PEATONALIZACIoN PUENTE DE REAL;Toda la ciudad;Toda la ciudad;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1367;3;1160;HACER LA C/ DR. NICASI BENLLOCH DE DOBLE SENTIDO;Toda la ciudad;Toda la ciudad;Particular;15;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1407;3;1200;SISTEMA DE MEGAFONIA PER ALS POBLES DEL NORD;Toda la ciudad;Toda la ciudad;Particular;223;SI;SI;954;NO;140000;No aplicable;2023-04-27;NA
1428;3;1221;REURBANITZACIo DE L'AVINGUDA DOCTOR PESET ALEIXANDRE;Toda la ciudad;Toda la ciudad;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1470;3;1263;PASEO PLAYA LAS ARENAS Y PINEDO;Toda la ciudad;Toda la ciudad;Particular;111;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1481;3;1274;HABILITAR ZONA DE APARCAMIENTO EN SOLAR PUBLICO DE BENIMAMET;Toda la ciudad;Toda la ciudad;Particular;129;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1498;3;1291;CREACIoN DE UNA BIBLIOTECA PuBLICA;Toda la ciudad;Toda la ciudad;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1512;3;1305;CREAR PARQUE EN SOLAR ENTRE C/LUIS CRUMIERE Y VICENTE PERIS DE MARXALENES;Toda la ciudad;Toda la ciudad;Particular;122;SI;SI;659;NO;700000;No aplicable;2023-04-27;NA
1514;3;1307;PEATONALIZAR CALLE CARRiCOLA (CRUZ CUBIERTA);Toda la ciudad;Toda la ciudad;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1543;3;1337;EMT Y TRANViA: PANELES INFORMATIVOS DE TIEMPOS DE ESPERA;Toda la ciudad;Toda la ciudad;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1556;3;1350;CENTRO CiVICO EN ZAIDiA;Toda la ciudad;Toda la ciudad;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1583;3;1379;POLIDEPORTIVO MUNICIPAL EN ZONA DE MESTALLA;Toda la ciudad;Toda la ciudad;Particular;14;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1694;3;1490;COMPRAR AUTOBUSES DOBLES PARA LA LINEA 99;Toda la ciudad;Toda la ciudad;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1785;4;2014;ADAPTAR L'INFORMACIO LES PARADES D'EMT DEL PERELLONET;19;6;Representante GT;0;SI;SI;21;SI;25345;No aplicable;2023-04-27;NA
1786;4;2015;HABILITAR INTERSECCIoN CARRERA MALILLA - ALQUERIA DE LA COMTESSA;10;Quatre Carreres;Particular;58;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1825;4;2054;CREAR UN AUTeNTIC CORREDOR VERD AL SOLAR DE LA PUNTA;20;No consta;Particular;80;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1835;4;2064;ACCESIBILIDAD PARA EL PASO INFERIOR DE LAS TORRES DE QUART Y SERRANOS;1;Ciutat Vella;Particular;24;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1879;4;2108;CREACIoN DE PARQUES EN LA AV. ARAGoN/ PLA DEL REAL;6;el Pla del Real;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1906;4;2135;ANTIHECES DE PERROS;9;Jesus;Particular;82;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1924;4;2153;MEJORA DE LA MEGAFONiA DE LA ALCALDiA;19;1;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1950;4;2179;APACIGUAR EL TRaFICO EN LA C/ SAN VICENTE MARTIR (SAN MARCELINO - GIORGETA);9;Jesus;Particular;24;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1952;4;2181;ARREGLO Y MEJORA DE LA PISTA DE PATINAJE.;9;Jesus;Representante GT;0;SI;SI;299;SI;30000;No aplicable;2023-04-27;NA
1953;4;2182;SOLAR INTERIOR  ESCULTOR J. CAPUZ - L. OLIAG - AV. REINO VCIA: ISLA VERDE URBANA;10;Quatre Carreres;Particular;70;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1964;4;2193;CAMBIO DE LOS CONTENEDORES DE RESIDUOS Y OTROS;20;No consta;Particular;0;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1966;4;2195;REACONDICIONAMIENTO ZONA DE LA ANTIGUA ESTACIoN PONT DE FUSTA Y;5;la Saidia;Particular;30;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1971;4;2200;CREACIoN DE UN JARDiN EN SOLAR;16;Benicalap;Particular;34;SI;SI;231;SI;420000;No aplicable;2023-04-27;NA
1975;4;2204;REMODELACIoN CARDENAL BENLLOCH;20;No consta;Particular;11;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1980;4;2209;REMODELACIoN INTEGRAL DE LA PLAZA DE RUSSAFA: UNA PLAZA PARA LAS PERSONAS;2;l'Eixample;Representante GT;0;SI;SI;288;SI;314428;No aplicable;2023-04-27;NA
2015;4;2244;RADARES EN SEMaFOROS AVENIDA DEL CID;7;l'Olivereta;Particular;25;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2076;4;2305;CONNEXIo CAMi RURAL PEATONAL ENTRE EL PALMAR I EL PERRELLONET;19;5;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2121;4;2350;PAS A PAS;8;Patraix;Particular;36;SI;SI;697;SI;18000;No aplicable;2023-04-27;NA
2141;4;2370;TRANSFORMAR ESPACIOS “MUERTOS” EN HUERTOS URBANOS Y ZONAS AJARDINADAS EN ZAIDIA;5;la Saidia;Particular;51;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2197;4;2426;PROYECTO DE CENTRO INTEGRAL DE MAYORES CIM-PETXINA;3;Extramurs;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2202;4;2431;PACIFICACIoN DEL TRAFICO PEREZ GALLOS GIORGETA.;20;No consta;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2215;4;2444;PLAYA CAN EN LA PLAYA DE LA MALVA-ROSA;11;Poblats Maritims;Particular;40;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2268;4;2497;REMODELACIoN Y CAMBIO DE USO DEL ESPACIO-DEPORTIVO.;5;la Saidia;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2276;4;2505;UTILIZAR Y ACONDICIONAR SOLARES PARA ESTACIONAR;20;No consta;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2281;4;2510;CONSTRUCCIoN DE UN PARQUE INFANTIL Y JUVENIL EN LA DEVESA DEL SALER;19;4;Particular;17;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2285;4;2514;AMPLIACION Y MEJORA ZONA DE JUEGOS INFANTILES EN PARQUE LINEAL (ZONA CAROLINAS);18;1;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2337;5;3025;REHABILITACIo DE LES ALQUERIES MUNICIPALS DEL C/ OLBA;Toda la ciudad;Toda la ciudad;Ayuntamiento;35;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2354;5;3042;Piscina climatizada municipal en Benicalap;Toda la ciudad;Toda la ciudad;Particular;176;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2359;5;3047;Mejora integral del pavimento de la calzada en la Avenida Gola de Puchol;Toda la ciudad;Toda la ciudad;Particular;32;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2403;5;3091;Asfaltar Descampado CALLE PADRE TOMAS MONTAÑANA y CALLE LEBON;Toda la ciudad;Toda la ciudad;Particular;29;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2459;5;3147;Carril bici en Maximiliano Thous (Sant Antoni - La Zaidia);Toda la ciudad;Toda la ciudad;Particular;27;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2526;5;3214;Repavimentar tramo calle Mistral entre Dr. Vicent Zaragoza y Enric Navarro;Toda la ciudad;Toda la ciudad;Particular;14;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2536;5;3224;INTERVENCIoN EN ANTIGUO CENTRO FP Y SOLAR CONTIGUO EN C/ACTRIU PEPITA SERRADOR;Toda la ciudad;Toda la ciudad;Particular;113;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2581;5;3269;Urbanizar final calle San Ernesto(Cruz Cubierta);Toda la ciudad;Toda la ciudad;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2619;5;3307;Cobriment pista esportiva en Carpesa;Toda la ciudad;Toda la ciudad;Particular;66;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2665;5;3353;Menos contenedores en Benimamet pero mucho mas practicos.;Toda la ciudad;Toda la ciudad;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2712;5;3400;Falta d'acces adequat per la vorera del Carrer Alqueria de Gilet de Benifaraig;Toda la ciudad;Toda la ciudad;Particular;16;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
